% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
1.299	3	6	130	10	3	28	373	0
1.3	1	1	131	1	1	28	373	0
1.3	1	4	131	1	3	28	373	0
1.3	2	2	131	1	1	28	373	0
1.3	2	5	131	1	3	28	373	0
1.3	3	3	131	1	1	28	373	0
1.3	3	6	131	1	3	28	373	0
1.301	1	1	131	2	1	28	373	0
1.301	1	4	131	2	3	28	373	0
1.301	2	2	131	2	1	28	373	0
1.301	2	5	131	2	3	28	373	0
1.301	3	3	131	2	1	28	373	0
1.301	3	6	131	2	3	28	373	0
1.302	1	1	131	3	1	28	373	0
1.302	1	4	131	3	3	28	373	0
1.302	2	2	131	3	1	28	373	0
1.302	2	5	131	3	3	28	373	0
1.302	3	3	131	3	1	28	373	0
1.302	3	6	131	3	3	28	373	0
1.303	1	1	131	4	1	28	373	0
1.303	1	4	131	4	3	28	373	0
1.303	2	2	131	4	1	28	373	0
1.303	2	5	131	4	3	28	373	0
1.303	3	3	131	4	1	28	373	0
1.303	3	6	131	4	3	28	373	0
1.304	1	1	131	5	1	28	373	0
1.304	1	4	131	5	3	28	373	0
1.304	2	2	131	5	1	28	373	0
1.304	2	5	131	5	3	28	373	0
1.304	3	3	131	5	1	28	373	0
1.304	3	6	131	5	3	28	373	0
1.305	1	1	131	6	1	28	373	0
1.305	1	4	131	6	3	28	373	0
1.305	2	2	131	6	1	28	373	0
1.305	2	5	131	6	3	28	373	0
1.305	3	3	131	6	1	28	373	0
1.305	3	6	131	6	3	28	373	0
1.306	1	1	131	7	1	28	373	0
1.306	1	4	131	7	3	28	373	0
1.306	2	2	131	7	1	28	373	0
1.306	2	5	131	7	3	28	373	0
1.306	3	3	131	7	1	28	373	0
1.306	3	6	131	7	3	28	373	0
1.307	1	1	131	8	1	28	373	0
1.307	1	4	131	8	3	28	373	0
1.307	2	2	131	8	1	28	373	0
1.307	2	5	131	8	3	28	373	0
1.307	3	3	131	8	1	28	373	0
1.307	3	6	131	8	3	28	373	0
1.308	1	1	131	9	1	28	373	0
1.308	1	4	131	9	3	28	373	0
1.308	2	2	131	9	1	28	373	0
1.308	2	5	131	9	3	28	373	0
1.308	3	3	131	9	1	28	373	0
1.308	3	6	131	9	3	28	373	0
1.309	1	1	131	10	1	28	373	0
1.309	1	4	131	10	3	28	373	0
1.309	2	2	131	10	1	28	373	0
1.309	2	5	131	10	3	28	373	0
1.309	3	3	131	10	1	28	373	0
1.309	3	6	131	10	3	28	373	0
1.31	1	1	132	1	1	28	373	0
1.31	1	4	132	1	3	28	373	0
1.31	2	2	132	1	1	28	373	0
1.31	2	5	132	1	3	28	373	0
1.31	3	3	132	1	1	28	373	0
1.31	3	6	132	1	3	28	373	0
1.311	1	1	132	2	1	28	373	0
1.311	1	4	132	2	3	28	373	0
1.311	2	2	132	2	1	28	373	0
1.311	2	5	132	2	3	28	373	0
1.311	3	3	132	2	1	28	373	0
1.311	3	6	132	2	3	28	373	0
1.312	1	1	132	3	1	28	373	0
1.312	1	4	132	3	3	28	373	0
1.312	2	2	132	3	1	28	373	0
1.312	2	5	132	3	3	28	373	0
1.312	3	3	132	3	1	28	373	0
1.312	3	6	132	3	3	28	373	0
1.313	1	1	132	4	1	28	373	0
1.313	1	4	132	4	3	28	373	0
1.313	2	2	132	4	1	28	373	0
1.313	2	5	132	4	3	28	373	0
1.313	3	3	132	4	1	28	373	0
1.313	3	6	132	4	3	28	373	0
1.314	1	1	132	5	1	28	373	0
1.314	1	4	132	5	3	28	373	0
1.314	2	2	132	5	1	28	373	0
1.314	2	5	132	5	3	28	373	0
1.314	3	3	132	5	1	28	373	0
1.314	3	6	132	5	3	28	373	0
1.315	1	1	132	6	1	28	373	0
1.315	1	4	132	6	3	28	373	0
1.315	2	2	132	6	1	28	373	0
1.315	2	5	132	6	3	28	373	0
1.315	3	3	132	6	1	28	373	0
1.315	3	6	132	6	3	28	373	0
1.316	1	1	132	7	1	28	373	0
1.316	1	4	132	7	3	28	373	0
1.316	2	2	132	7	1	28	373	0
1.316	2	5	132	7	3	28	373	0
1.316	3	3	132	7	1	28	373	0
1.316	3	6	132	7	3	28	373	0
1.317	1	1	132	8	1	28	373	0
1.317	1	4	132	8	3	28	373	0
1.317	2	2	132	8	1	28	373	0
1.317	2	5	132	8	3	28	373	0
1.317	3	3	132	8	1	28	373	0
1.317	3	6	132	8	3	28	373	0
1.318	1	1	132	9	1	28	373	0
1.318	1	4	132	9	3	28	373	0
1.318	2	5	132	9	3	28	373	0
1.318	3	3	132	9	1	28	373	0
1.318	3	6	132	9	3	28	373	0
1.319	1	1	132	10	1	28	373	0
1.319	1	4	132	10	3	28	373	0
1.319	2	2	132	10	1	28	373	0
1.319	2	5	132	10	3	28	373	0
1.319	3	3	132	10	1	28	373	0
1.319	3	6	132	10	3	28	373	0
1.32	1	1	133	1	1	28	373	0
1.32	1	4	133	1	3	28	373	0
1.32	2	2	133	1	1	28	373	0
1.32	2	5	133	1	3	28	373	0
1.32	3	3	133	1	1	28	373	0
1.32	3	6	133	1	3	28	373	0
1.321	1	1	133	2	1	28	373	0
1.321	1	4	133	2	3	28	373	0
1.321	2	2	133	2	1	28	373	0
1.321	2	5	133	2	3	28	373	0
1.321	3	6	133	2	3	28	373	0
1.322	1	1	133	3	1	28	373	0
1.322	1	4	133	3	3	28	373	0
1.322	2	2	133	3	1	28	373	0
1.322	2	5	133	3	3	28	373	0
1.322	3	3	133	3	1	28	373	0
1.322	3	6	133	3	3	28	373	0
1.323	1	1	133	4	1	28	373	0
1.323	1	4	133	4	3	28	373	0
1.323	2	2	133	4	1	28	373	0
1.323	2	5	133	4	3	28	373	0
1.323	3	3	133	4	1	28	373	0
1.323	3	6	133	4	3	28	373	0
1.324	1	1	133	5	1	28	373	0
1.324	1	4	133	5	3	28	373	0
1.324	2	2	133	5	1	28	373	0
1.324	2	5	133	5	3	28	373	0
1.324	3	3	133	5	1	28	373	0
1.324	3	6	133	5	3	28	373	0
1.325	1	1	133	6	1	28	373	0
1.325	1	4	133	6	3	28	373	0
1.325	2	2	133	6	1	28	373	0
1.325	2	5	133	6	3	28	373	0
1.325	3	3	133	6	1	28	373	0
1.325	3	6	133	6	3	28	373	0
1.326	1	1	133	7	1	28	373	0
1.326	1	4	133	7	3	28	373	0
1.326	2	2	133	7	1	28	373	0
1.326	2	5	133	7	3	28	373	0
1.326	3	3	133	7	1	28	373	0
1.326	3	6	133	7	3	28	373	0
1.327	1	1	133	8	1	28	373	0
1.327	1	4	133	8	3	28	373	0
1.327	2	2	133	8	1	28	373	0
1.327	2	5	133	8	3	28	373	0
1.327	3	3	133	8	1	28	373	0
1.327	3	6	133	8	3	28	373	0
1.328	1	1	133	9	1	28	373	0
1.328	1	4	133	9	3	28	373	0
1.328	2	2	133	9	1	28	373	0
1.328	2	5	133	9	3	28	373	0
1.328	3	3	133	9	1	28	373	0
1.328	3	6	133	9	3	28	373	0
1.329	1	1	133	10	1	28	373	0
1.329	1	4	133	10	3	28	373	0
1.329	2	2	133	10	1	28	373	0
1.329	2	5	133	10	3	28	373	0
1.329	3	3	133	10	1	28	373	0
1.329	3	6	133	10	3	28	373	0
1.33	1	1	134	1	1	28	373	0
1.33	1	4	134	1	3	28	373	0
1.33	2	2	134	1	1	28	373	0
1.33	2	5	134	1	3	28	373	0
1.33	3	3	134	1	1	28	373	0
1.33	3	6	134	1	3	28	373	0
1.331	1	1	134	2	1	28	373	0
1.331	1	4	134	2	3	28	373	0
1.331	2	2	134	2	1	28	373	0
1.331	2	5	134	2	3	28	373	0
1.331	3	3	134	2	1	28	373	0
1.331	3	6	134	2	3	28	373	0
1.332	1	1	134	3	1	28	373	0
1.332	1	4	134	3	3	28	373	0
1.332	2	2	134	3	1	28	373	0
1.332	2	5	134	3	3	28	373	0
1.332	3	3	134	3	1	28	373	0
1.332	3	6	134	3	3	28	373	0
1.333	1	1	134	4	1	28	373	0
1.333	1	4	134	4	3	28	373	0
1.333	2	2	134	4	1	28	373	0
1.333	2	5	134	4	3	28	373	0
1.333	3	3	134	4	1	28	373	0
1.333	3	6	134	4	3	28	373	0
1.334	1	1	134	5	1	28	373	0
1.334	1	4	134	5	3	28	373	0
1.334	2	2	134	5	1	28	373	0
1.334	2	5	134	5	3	28	373	0
1.334	3	3	134	5	1	28	373	0
1.334	3	6	134	5	3	28	373	0
1.335	1	1	134	6	1	28	373	0
1.335	1	4	134	6	3	28	373	0
1.335	2	2	134	6	1	28	373	0
1.335	2	5	134	6	3	28	373	0
1.335	3	3	134	6	1	28	373	0
1.335	3	6	134	6	3	28	373	0
1.336	1	1	134	7	1	28	373	0
1.336	1	4	134	7	3	28	373	0
1.336	2	2	134	7	1	28	373	0
1.336	2	5	134	7	3	28	373	0
1.336	3	3	134	7	1	28	373	0
1.336	3	6	134	7	3	28	373	0
1.337	1	1	134	8	1	28	373	0
1.337	1	4	134	8	3	28	373	0
1.337	2	2	134	8	1	28	373	0
1.337	2	5	134	8	3	28	373	0
1.337	3	3	134	8	1	28	373	0
1.337	3	6	134	8	3	28	373	0
1.338	1	1	134	9	1	28	373	0
1.338	1	4	134	9	3	28	373	0
1.338	2	2	134	9	1	28	373	0
1.338	2	5	134	9	3	28	373	0
1.338	3	3	134	9	1	28	373	0
1.338	3	6	134	9	3	28	373	0
1.339	1	1	134	10	1	28	373	0
1.339	1	4	134	10	3	28	373	0
1.339	2	2	134	10	1	28	373	0
1.339	2	5	134	10	3	28	373	0
1.339	3	3	134	10	1	28	373	0
1.339	3	6	134	10	3	28	373	0
1.34	1	1	135	1	1	28	373	0
1.34	1	4	135	1	3	28	373	0
1.34	2	2	135	1	1	28	373	0
1.34	2	5	135	1	3	28	373	0
1.34	3	3	135	1	1	28	373	0
1.34	3	6	135	1	3	28	373	0
1.341	1	1	135	2	1	28	373	0
1.341	1	4	135	2	3	28	373	0
1.341	2	2	135	2	1	28	373	0
1.341	2	5	135	2	3	28	373	0
1.341	3	3	135	2	1	28	373	0
1.341	3	6	135	2	3	28	373	0
1.342	1	1	135	3	1	28	373	0
1.342	1	4	135	3	3	28	373	0
1.342	2	2	135	3	1	28	373	0
1.342	2	5	135	3	3	28	373	0
1.342	3	3	135	3	1	28	373	0
1.342	3	6	135	3	3	28	373	0
1.343	1	1	135	4	1	28	373	0
1.343	1	4	135	4	3	28	373	0
1.343	2	2	135	4	1	28	373	0
1.343	2	5	135	4	3	28	373	0
1.343	3	3	135	4	1	28	373	0
1.343	3	6	135	4	3	28	373	0
1.344	1	1	135	5	1	28	373	0
1.344	1	4	135	5	3	28	373	0
1.344	2	2	135	5	1	28	373	0
1.344	2	5	135	5	3	28	373	0
1.344	3	3	135	5	1	28	373	0
1.344	3	6	135	5	3	28	373	0
1.345	1	1	135	6	1	28	373	0
1.345	1	4	135	6	3	28	373	0
1.345	2	2	135	6	1	28	373	0
1.345	2	5	135	6	3	28	373	0
1.345	3	3	135	6	1	28	373	0
1.345	3	6	135	6	3	28	373	0
1.346	1	1	135	7	1	28	373	0
1.346	1	4	135	7	3	28	373	0
1.346	2	2	135	7	1	28	373	0
1.346	2	5	135	7	3	28	373	0
1.346	3	3	135	7	1	28	373	0
1.346	3	6	135	7	3	28	373	0
1.347	1	1	135	8	1	28	373	0
1.347	1	4	135	8	3	28	373	0
1.347	2	2	135	8	1	28	373	0
1.347	2	5	135	8	3	28	373	0
1.347	3	3	135	8	1	28	373	0
1.347	3	6	135	8	3	28	373	0
1.348	1	1	135	9	1	28	373	0
1.348	1	4	135	9	3	28	373	0
1.348	2	2	135	9	1	28	373	0
1.348	2	5	135	9	3	28	373	0
1.348	3	3	135	9	1	28	373	0
1.348	3	6	135	9	3	28	373	0
1.349	1	1	135	10	1	28	373	0
1.349	1	4	135	10	3	28	373	0
1.349	2	5	135	10	3	28	373	0
1.349	3	3	135	10	1	28	373	0
1.349	3	6	135	10	3	28	373	0
1.35	1	1	136	1	1	28	373	0
1.35	1	4	136	1	3	28	373	0
1.35	2	2	136	1	1	28	373	0
1.35	2	5	136	1	3	28	373	0
1.35	3	3	136	1	1	28	373	0
1.35	3	6	136	1	3	28	373	0
1.351	1	1	136	2	1	28	373	0
1.351	1	4	136	2	3	28	373	0
1.351	2	2	136	2	1	28	373	0
1.351	2	5	136	2	3	28	373	0
1.351	3	3	136	2	1	28	373	0
1.351	3	6	136	2	3	28	373	0
1.352	1	1	136	3	1	28	373	0
1.352	1	4	136	3	3	28	373	0
1.352	2	2	136	3	1	28	373	0
1.352	2	5	136	3	3	28	373	0
1.352	3	3	136	3	1	28	373	0
1.352	3	6	136	3	3	28	373	0
1.353	1	1	136	4	1	28	373	0
1.353	1	4	136	4	3	28	373	0
1.353	2	2	136	4	1	28	373	0
1.353	2	5	136	4	3	28	373	0
1.353	3	3	136	4	1	28	373	0
1.353	3	6	136	4	3	28	373	0
1.354	1	1	136	5	1	28	373	0
1.354	1	4	136	5	3	28	373	0
1.354	2	2	136	5	1	28	373	0
1.354	2	5	136	5	3	28	373	0
1.354	3	3	136	5	1	28	373	0
1.354	3	6	136	5	3	28	373	0
1.355	1	4	136	6	3	28	373	0
1.355	2	2	136	6	1	28	373	0
1.355	2	5	136	6	3	28	373	0
1.355	3	3	136	6	1	28	373	0
1.355	3	6	136	6	3	28	373	0
1.356	1	1	136	7	1	28	373	0
1.356	1	4	136	7	3	28	373	0
1.356	2	2	136	7	1	28	373	0
1.356	2	5	136	7	3	28	373	0
1.356	3	3	136	7	1	28	373	0
1.356	3	6	136	7	3	28	373	0
1.357	1	1	136	8	1	28	373	0
1.357	1	4	136	8	3	28	373	0
1.357	2	2	136	8	1	28	373	0
1.357	2	5	136	8	3	28	373	0
1.357	3	3	136	8	1	28	373	0
1.357	3	6	136	8	3	28	373	0
1.358	1	1	136	9	1	28	373	0
1.358	1	4	136	9	3	28	373	0
1.358	2	2	136	9	1	28	373	0
1.358	2	5	136	9	3	28	373	0
1.358	3	3	136	9	1	28	373	0
1.358	3	6	136	9	3	28	373	0
1.359	1	1	136	10	1	28	373	0
1.359	1	4	136	10	3	28	373	0
1.359	2	2	136	10	1	28	373	0
1.359	2	5	136	10	3	28	373	0
1.359	3	3	136	10	1	28	373	0
1.359	3	6	136	10	3	28	373	0
1.36	1	1	137	1	1	28	373	0
1.36	1	4	137	1	3	28	373	0
1.36	2	2	137	1	1	28	373	0
1.36	2	5	137	1	3	28	373	0
1.36	3	3	137	1	1	28	373	0
1.36	3	6	137	1	3	28	373	0
1.361	1	1	137	2	1	28	373	0
1.361	1	4	137	2	3	28	373	0
1.361	2	2	137	2	1	28	373	0
1.361	2	5	137	2	3	28	373	0
1.361	3	3	137	2	1	28	373	0
1.361	3	6	137	2	3	28	373	0
1.362	1	1	137	3	1	28	373	0
1.362	1	4	137	3	3	28	373	0
1.362	2	2	137	3	1	28	373	0
1.362	2	5	137	3	3	28	373	0
1.362	3	3	137	3	1	28	373	0
1.362	3	6	137	3	3	28	373	0
1.363	1	1	137	4	1	28	373	0
1.363	1	4	137	4	3	28	373	0
1.363	2	2	137	4	1	28	373	0
1.363	2	5	137	4	3	28	373	0
1.363	3	3	137	4	1	28	373	0
1.363	3	6	137	4	3	28	373	0
1.364	1	1	137	5	1	28	373	0
1.364	1	4	137	5	3	28	373	0
1.364	2	2	137	5	1	28	373	0
1.364	2	5	137	5	3	28	373	0
1.364	3	3	137	5	1	28	373	0
1.364	3	6	137	5	3	28	373	0
1.365	1	1	137	6	1	28	373	0
1.365	1	4	137	6	3	28	373	0
1.365	2	2	137	6	1	28	373	0
1.365	2	5	137	6	3	28	373	0
1.365	3	3	137	6	1	28	373	0
1.365	3	6	137	6	3	28	373	0
1.366	1	1	137	7	1	28	373	0
1.366	1	4	137	7	3	28	373	0
1.366	2	2	137	7	1	28	373	0
1.366	2	5	137	7	3	28	373	0
1.366	3	3	137	7	1	28	373	0
1.366	3	6	137	7	3	28	373	0
1.367	1	1	137	8	1	28	373	0
1.367	1	4	137	8	3	28	373	0
1.367	2	2	137	8	1	28	373	0
1.367	2	5	137	8	3	28	373	0
1.367	3	3	137	8	1	28	373	0
1.367	3	6	137	8	3	28	373	0
1.368	1	1	137	9	1	28	373	0
1.368	1	4	137	9	3	28	373	0
1.368	2	2	137	9	1	28	373	0
1.368	2	5	137	9	3	28	373	0
1.368	3	3	137	9	1	28	373	0
1.368	3	6	137	9	3	28	373	0
1.369	1	1	137	10	1	28	373	0
1.369	1	4	137	10	3	28	373	0
1.369	2	5	137	10	3	28	373	0
1.369	3	3	137	10	1	28	373	0
1.369	3	6	137	10	3	28	373	0
1.37	1	1	138	1	1	28	373	0
1.37	1	4	138	1	3	28	373	0
1.37	2	2	138	1	1	28	373	0
1.37	2	5	138	1	3	28	373	0
1.37	3	3	138	1	1	28	373	0
1.37	3	6	138	1	3	28	373	0
1.371	1	1	138	2	1	28	373	0
1.371	1	4	138	2	3	28	373	0
1.371	2	2	138	2	1	28	373	0
1.371	2	5	138	2	3	28	373	0
1.371	3	3	138	2	1	28	373	0
1.371	3	6	138	2	3	28	373	0
1.372	1	1	138	3	1	28	373	0
1.372	1	4	138	3	3	28	373	0
1.372	2	2	138	3	1	28	373	0
1.372	2	5	138	3	3	28	373	0
1.372	3	3	138	3	1	28	373	0
1.372	3	6	138	3	3	28	373	0
1.373	1	1	138	4	1	28	373	0
1.373	1	4	138	4	3	28	373	0
1.373	2	2	138	4	1	28	373	0
1.373	2	5	138	4	3	28	373	0
1.373	3	3	138	4	1	28	373	0
1.373	3	6	138	4	3	28	373	0
1.374	1	1	138	5	1	28	373	0
1.374	1	4	138	5	3	28	373	0
1.374	2	2	138	5	1	28	373	0
1.374	2	5	138	5	3	28	373	0
1.374	3	3	138	5	1	28	373	0
1.374	3	6	138	5	3	28	373	0
1.375	1	1	138	6	1	28	373	0
1.375	1	4	138	6	3	28	373	0
1.375	2	2	138	6	1	28	373	0
1.375	2	5	138	6	3	28	373	0
1.375	3	3	138	6	1	28	373	0
1.375	3	6	138	6	3	28	373	0
1.376	1	1	138	7	1	28	373	0
1.376	1	4	138	7	3	28	373	0
1.376	2	2	138	7	1	28	373	0
1.376	2	5	138	7	3	28	373	0
1.376	3	3	138	7	1	28	373	0
1.376	3	6	138	7	3	28	373	0
1.377	1	1	138	8	1	28	373	0
1.377	1	4	138	8	3	28	373	0
1.377	2	2	138	8	1	28	373	0
1.377	2	5	138	8	3	28	373	0
1.377	3	3	138	8	1	28	373	0
1.377	3	6	138	8	3	28	373	0
1.378	1	1	138	9	1	28	373	0
1.378	1	4	138	9	3	28	373	0
1.378	2	2	138	9	1	28	373	0
1.378	2	5	138	9	3	28	373	0
1.378	3	3	138	9	1	28	373	0
1.378	3	6	138	9	3	28	373	0
1.379	1	1	138	10	1	28	373	0
1.379	1	4	138	10	3	28	373	0
1.379	2	2	138	10	1	28	373	0
1.379	2	5	138	10	3	28	373	0
1.379	3	3	138	10	1	28	373	0
1.379	3	6	138	10	3	28	373	0
1.38	1	1	139	1	1	28	373	0
1.38	1	4	139	1	3	28	373	0
1.38	2	2	139	1	1	28	373	0
1.38	2	5	139	1	3	28	373	0
1.38	3	3	139	1	1	28	373	0
1.38	3	6	139	1	3	28	373	0
1.381	1	1	139	2	1	28	373	0
1.381	1	4	139	2	3	28	373	0
1.381	2	2	139	2	1	28	373	0
1.381	2	5	139	2	3	28	373	0
1.381	3	3	139	2	1	28	373	0
1.381	3	6	139	2	3	28	373	0
1.382	1	1	139	3	1	28	373	0
1.382	1	4	139	3	3	28	373	0
1.382	2	2	139	3	1	28	373	0
1.382	2	5	139	3	3	28	373	0
1.382	3	3	139	3	1	28	373	0
1.382	3	6	139	3	3	28	373	0
1.383	1	1	139	4	1	28	373	0
1.383	1	4	139	4	3	28	373	0
1.383	2	2	139	4	1	28	373	0
1.383	2	5	139	4	3	28	373	0
1.383	3	3	139	4	1	28	373	0
1.383	3	6	139	4	3	28	373	0
1.384	1	1	139	5	1	28	373	0
1.384	1	4	139	5	3	28	373	0
1.384	2	2	139	5	1	28	373	0
1.384	2	5	139	5	3	28	373	0
1.384	3	3	139	5	1	28	373	0
1.384	3	6	139	5	3	28	373	0
1.385	1	1	139	6	1	28	373	0
1.385	1	4	139	6	3	28	373	0
1.385	2	2	139	6	1	28	373	0
1.385	2	5	139	6	3	28	373	0
1.385	3	3	139	6	1	28	373	0
1.385	3	6	139	6	3	28	373	0
1.386	1	1	139	7	1	28	373	0
1.386	1	4	139	7	3	28	373	0
1.386	2	2	139	7	1	28	373	0
1.386	2	5	139	7	3	28	373	0
1.386	3	3	139	7	1	28	373	0
1.386	3	6	139	7	3	28	373	0
1.387	1	1	139	8	1	28	373	0
1.387	1	4	139	8	3	28	373	0
1.387	2	2	139	8	1	28	373	0
1.387	2	5	139	8	3	28	373	0
1.387	3	3	139	8	1	28	373	0
1.387	3	6	139	8	3	28	373	0
1.388	1	1	139	9	1	28	373	0
1.388	1	4	139	9	3	28	373	0
1.388	2	2	139	9	1	28	373	0
1.388	2	5	139	9	3	28	373	0
1.388	3	3	139	9	1	28	373	0
1.388	3	6	139	9	3	28	373	0
1.389	1	1	139	10	1	28	373	0
1.389	1	4	139	10	3	28	373	0
1.389	2	2	139	10	1	28	373	0
1.389	2	5	139	10	3	28	373	0
1.389	3	3	139	10	1	28	373	0
1.389	3	6	139	10	3	28	373	0
1.39	1	1	140	1	1	28	373	0
1.39	1	4	140	1	3	28	373	0
1.39	2	2	140	1	1	28	373	0
1.39	2	5	140	1	3	28	373	0
1.39	3	3	140	1	1	28	373	0
1.39	3	6	140	1	3	28	373	0
1.391	1	1	140	2	1	28	373	0
1.391	1	4	140	2	3	28	373	0
1.391	2	2	140	2	1	28	373	0
1.391	2	5	140	2	3	28	373	0
1.391	3	3	140	2	1	28	373	0
1.391	3	6	140	2	3	28	373	0
1.392	1	1	140	3	1	28	373	0
1.392	1	4	140	3	3	28	373	0
1.392	2	2	140	3	1	28	373	0
1.392	2	5	140	3	3	28	373	0
1.392	3	3	140	3	1	28	373	0
1.392	3	6	140	3	3	28	373	0
1.393	1	1	140	4	1	28	373	0
1.393	1	4	140	4	3	28	373	0
1.393	2	2	140	4	1	28	373	0
1.393	2	5	140	4	3	28	373	0
1.393	3	3	140	4	1	28	373	0
1.393	3	6	140	4	3	28	373	0
1.394	1	1	140	5	1	28	373	0
1.394	1	4	140	5	3	28	373	0
1.394	2	2	140	5	1	28	373	0
1.394	2	5	140	5	3	28	373	0
1.394	3	3	140	5	1	28	373	0
1.394	3	6	140	5	3	28	373	0
1.395	1	1	140	6	1	28	373	0
1.395	1	4	140	6	3	28	373	0
1.395	2	2	140	6	1	28	373	0
1.395	2	5	140	6	3	28	373	0
1.395	3	3	140	6	1	28	373	0
1.395	3	6	140	6	3	28	373	0
1.396	1	4	140	7	3	28	373	0
1.396	2	2	140	7	1	28	373	0
1.396	2	5	140	7	3	28	373	0
1.396	3	3	140	7	1	28	373	0
1.396	3	6	140	7	3	28	373	0
1.397	1	1	140	8	1	28	373	0
1.397	1	4	140	8	3	28	373	0
1.397	2	2	140	8	1	28	373	0
1.397	2	5	140	8	3	28	373	0
1.397	3	3	140	8	1	28	373	0
1.397	3	6	140	8	3	28	373	0
1.398	1	1	140	9	1	28	373	0
1.398	1	4	140	9	3	28	373	0
1.398	2	2	140	9	1	28	373	0
1.398	2	5	140	9	3	28	373	0
1.398	3	3	140	9	1	28	373	0
1.398	3	6	140	9	3	28	373	0
1.399	1	1	140	10	1	28	373	0
1.399	1	4	140	10	3	28	373	0
1.399	2	2	140	10	1	28	373	0
1.399	2	5	140	10	3	28	373	0
1.399	3	3	140	10	1	28	373	0
1.399	3	6	140	10	3	28	373	0
1.4	1	1	141	1	1	28	373	0
1.4	1	4	141	1	3	28	373	0
1.4	2	2	141	1	1	28	373	0
1.4	2	5	141	1	3	28	373	0
1.4	3	3	141	1	1	28	373	0
1.4	3	6	141	1	3	28	373	0
1.401	1	1	141	2	1	28	373	0
1.401	1	4	141	2	3	28	373	0
1.401	2	2	141	2	1	28	373	0
1.401	2	5	141	2	3	28	373	0
1.401	3	3	141	2	1	28	373	0
1.401	3	6	141	2	3	28	373	0
1.402	1	1	141	3	1	28	373	0
1.402	1	4	141	3	3	28	373	0
1.402	2	2	141	3	1	28	373	0
1.402	2	5	141	3	3	28	373	0
1.402	3	3	141	3	1	28	373	0
1.402	3	6	141	3	3	28	373	0
1.403	1	1	141	4	1	28	373	0
1.403	1	4	141	4	3	28	373	0
1.403	2	2	141	4	1	28	373	0
1.403	2	5	141	4	3	28	373	0
1.403	3	3	141	4	1	28	373	0
1.403	3	6	141	4	3	28	373	0
1.404	1	1	141	5	1	28	373	0
1.404	1	4	141	5	3	28	373	0
1.404	2	2	141	5	1	28	373	0
1.404	2	5	141	5	3	28	373	0
1.404	3	3	141	5	1	28	373	0
1.404	3	6	141	5	3	28	373	0
1.405	1	1	141	6	1	28	373	0
1.405	1	4	141	6	3	28	373	0
1.405	2	2	141	6	1	28	373	0
1.405	2	5	141	6	3	28	373	0
1.405	3	3	141	6	1	28	373	0
1.405	3	6	141	6	3	28	373	0
1.406	1	1	141	7	1	28	373	0
1.406	1	4	141	7	3	28	373	0
1.406	2	2	141	7	1	28	373	0
1.406	2	5	141	7	3	28	373	0
1.406	3	3	141	7	1	28	373	0
1.406	3	6	141	7	3	28	373	0
1.407	1	1	141	8	1	28	373	0
1.407	1	4	141	8	3	28	373	0
1.407	2	2	141	8	1	28	373	0
1.407	2	5	141	8	3	28	373	0
1.407	3	3	141	8	1	28	373	0
1.407	3	6	141	8	3	28	373	0
1.408	1	1	141	9	1	28	373	0
1.408	1	4	141	9	3	28	373	0
1.408	2	2	141	9	1	28	373	0
1.408	2	5	141	9	3	28	373	0
1.408	3	3	141	9	1	28	373	0
1.408	3	6	141	9	3	28	373	0
1.409	1	1	141	10	1	28	373	0
1.409	1	4	141	10	3	28	373	0
1.409	2	2	141	10	1	28	373	0
1.409	2	5	141	10	3	28	373	0
1.409	3	3	141	10	1	28	373	0
1.409	3	6	141	10	3	28	373	0
1.41	1	1	142	1	1	28	373	0
1.41	1	4	142	1	3	28	373	0
1.41	2	2	142	1	1	28	373	0
1.41	2	5	142	1	3	28	373	0
1.41	3	3	142	1	1	28	373	0
1.41	3	6	142	1	3	28	373	0
1.411	1	1	142	2	1	28	373	0
1.411	1	4	142	2	3	28	373	0
1.411	2	2	142	2	1	28	373	0
1.411	2	5	142	2	3	28	373	0
1.411	3	3	142	2	1	28	373	0
1.411	3	6	142	2	3	28	373	0
1.412	1	1	142	3	1	28	373	0
1.412	1	4	142	3	3	28	373	0
1.412	2	2	142	3	1	28	373	0
1.412	2	5	142	3	3	28	373	0
1.412	3	3	142	3	1	28	373	0
1.412	3	6	142	3	3	28	373	0
1.413	1	1	142	4	1	28	373	0
1.413	1	4	142	4	3	28	373	0
1.413	2	2	142	4	1	28	373	0
1.413	2	5	142	4	3	28	373	0
1.413	3	3	142	4	1	28	373	0
1.413	3	6	142	4	3	28	373	0
1.414	1	1	142	5	1	28	373	0
1.414	1	4	142	5	3	28	373	0
1.414	2	2	142	5	1	28	373	0
1.414	2	5	142	5	3	28	373	0
1.414	3	3	142	5	1	28	373	0
1.414	3	6	142	5	3	28	373	0
1.415	1	1	142	6	1	28	373	0
1.415	1	4	142	6	3	28	373	0
1.415	2	2	142	6	1	28	373	0
1.415	2	5	142	6	3	28	373	0
1.415	3	3	142	6	1	28	373	0
1.415	3	6	142	6	3	28	373	0
1.416	1	1	142	7	1	28	373	0
1.416	1	4	142	7	3	28	373	0
1.416	2	2	142	7	1	28	373	0
1.416	2	5	142	7	3	28	373	0
1.416	3	3	142	7	1	28	373	0
1.416	3	6	142	7	3	28	373	0
1.417	1	1	142	8	1	28	373	0
